"orderid","orderdate","month_order","year_order","customerid","shipperid","sales","costs","profit","quantity","discount","freight","product","category","supplier","supplier_country","employeename","hiredate","office","reports_to","title","year_salary","profit2"
10425,2011-02-21,2,2011,41,1,9035.75,5985.28,3050.47,20,1807.15,23.12,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,3027.35
10426,2012-05-23,5,2012,29,1,181.45,150.24,31.21,5,0.00,26.05,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,5.16
10426,2012-05-23,5,2012,29,1,233.24,193.12,40.12,7,0.00,26.05,WFS shoes,Ladies´Footwear,Austerlich,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,14.07
10427,2010-09-24,9,2010,59,1,851.55,706.90,144.65,35,0.00,50.46,Kool Sunglasses,Children´s wear,SatSUMAs,Japan,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,94.19
10428,2012-05-24,5,2012,66,1,241.40,199.88,41.52,20,0.00,65.62,Rodbye Troje,Babywear,Prael Ltd,Denmark,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-24.10
10429,2010-07-26,7,2010,37,2,686.00,568.01,117.99,40,0.00,48.41,Finnish Swimsuit,Sportwear,Nordik Koskenkorva,Finland,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,69.58
10429,2010-07-26,7,2010,37,2,951.56,630.32,321.25,35,190.31,48.41,Serve-Shirt,Womens wear,New Balls,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,272.83
10430,2011-06-26,6,2011,44,2,1217.16,839.84,377.32,45,202.86,68.53,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,308.79
10430,2011-06-26,6,2011,44,2,513.00,424.76,88.24,50,0.00,68.53,Basket Shoes,Sportwear,Hot Pants,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,19.71
10430,2011-06-26,6,2011,44,2,1087.50,900.45,187.05,30,0.00,68.53,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,118.52
10430,2011-06-26,6,2011,44,2,719.04,496.14,222.90,70,119.84,68.53,Rasta WCT,Sportwear,FrisersAfrong,France,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,154.37
10431,2010-05-27,5,2010,32,3,1585.63,1050.32,535.31,50,317.13,56.71,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,478.60
10431,2010-05-27,5,2010,32,3,1118.75,741.06,377.69,50,223.75,56.71,Duck Trousers,Babywear,Mayflower,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,320.98
10431,2010-05-27,5,2010,32,3,1012.13,670.43,341.69,30,202.43,56.71,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,284.99
10432,2010-04-28,4,2010,23,1,300.40,248.73,51.67,10,0.00,64.82,Bike Helmet,Sportwear,Der Bahnhof,Germany,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-13.15
10432,2010-04-28,4,2010,23,1,1364.80,1130.05,234.75,40,0.00,64.82,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,169.93
10433,2010-06-30,6,2010,60,1,1072.68,888.18,184.50,28,0.00,62.95,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,121.55
10434,2011-01-31,1,2011,23,1,156.78,129.81,26.97,6,0.00,79.13,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-52.16
10434,2011-01-31,1,2011,23,1,8931.84,6430.93,2500.92,18,1165.02,79.13,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,2421.78
10435,2010-06-01,6,2010,16,2,200.50,166.01,34.49,10,0.00,29.06,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Elvis Presley,1993-09-14,1,"",President,80000,5.43
10435,2010-06-01,6,2010,16,2,45.00,37.26,7.74,12,0.00,29.06,Ravellis Träskor,Ladies´Footwear,Goa Kläder,Sweden,Elvis Presley,1993-09-14,1,"",President,80000,-21.32
10435,2010-06-01,6,2010,16,2,126.00,104.33,21.67,10,0.00,29.06,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Elvis Presley,1993-09-14,1,"",President,80000,-7.39
10436,2011-06-01,6,2011,7,1,64.25,53.20,11.05,5,0.00,77.37,Rodbye Troje,Babywear,Prael Ltd,Denmark,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-66.32
10436,2011-06-01,6,2011,7,1,1661.44,1250.61,410.83,40,151.04,77.37,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,333.46
10436,2011-06-01,6,2011,7,1,1199.22,902.69,296.53,30,109.02,77.37,WFS shoes,Ladies´Footwear,Austerlich,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,219.16
10436,2011-06-01,6,2011,7,1,189.55,142.68,46.87,24,17.23,77.37,Bow tie,Men´s Clothes,Austerlich,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-30.50
10437,2011-06-01,6,2011,79,2,872.55,722.47,150.08,15,0.00,54.75,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,95.33
10438,2012-01-02,1,2012,79,2,171.36,118.24,53.12,15,28.56,65.47,Squash Shorts,Sportwear,Hot Pants,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-12.35
10438,2012-01-02,1,2012,79,2,179.52,123.87,55.65,20,29.92,65.47,Baywatch Bikkini,Bath Clothes,Smooth Clothes,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-9.82
10438,2012-01-02,1,2012,79,2,365.40,252.13,113.27,15,60.90,65.47,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,47.80
10439,2010-08-04,8,2010,51,3,153.30,126.93,26.37,15,0.00,63.71,Tiny Winy Hot Bikini,Bath Clothes,Los Hombres Machos,Spain,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-37.34
10439,2010-08-04,8,2010,51,3,159.68,132.22,27.47,16,0.00,63.71,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-36.25
10439,2010-08-04,8,2010,51,3,210.12,173.98,36.14,6,0.00,63.71,WFS shoes,Ladies´Footwear,Austerlich,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-27.57
10439,2010-08-04,8,2010,51,3,985.50,815.99,169.51,30,0.00,63.71,Nikee Running Shoes,Children´s wear,Nitsuchiba,Japan,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,105.80
10440,2010-06-07,6,2010,37,2,1046.39,753.40,292.99,45,136.49,73.65,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,219.34
10440,2010-06-07,6,2010,37,2,520.67,374.89,145.79,49,67.91,73.65,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,72.13
10440,2010-06-07,6,2010,37,2,3564.54,2566.47,998.07,24,464.94,73.65,Davenport,Men´s Footwear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,924.42
10440,2010-06-07,6,2010,37,2,2685.82,1933.79,752.03,90,350.32,73.65,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,678.38
10441,2010-06-07,6,2010,32,3,2212.50,1831.95,380.55,50,0.00,72.69,Tracksuit,Sportwear,Der Bahnhof,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,307.86
10442,2010-06-08,6,2010,37,2,919.20,761.10,158.10,30,0.00,23.33,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,134.77
10442,2010-06-08,6,2010,37,2,2913.60,2412.46,501.14,80,0.00,23.33,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,477.81
10442,2010-06-08,6,2010,37,2,1168.80,967.77,201.03,60,0.00,23.33,Langoste Shirt,Womens wear,Big L,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,177.70
10443,2010-06-09,6,2010,73,2,192.31,132.70,59.62,6,32.05,76.16,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-16.55
10443,2010-06-09,6,2010,73,2,522.24,432.41,89.83,12,0.00,76.16,RDL Suit,Children´s wear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,13.67
10444,2010-07-09,7,2010,5,2,270.00,223.56,46.44,10,0.00,62.54,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-16.10
10444,2010-07-09,7,2010,5,2,464.55,384.65,79.90,15,0.00,62.54,Bike Helmet,Sportwear,Der Bahnhof,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,17.36
10444,2010-07-09,7,2010,5,2,45.60,37.76,7.84,8,0.00,62.54,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-54.70
10444,2010-07-09,7,2010,5,2,275.70,228.28,47.42,30,0.00,62.54,Duck Shirt,Babywear,Mayflower,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-15.12
10445,2011-04-10,4,2011,5,2,351.42,290.98,60.44,6,0.00,31.84,Terence Top,Womens wear,Like Paradis,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,28.60
10445,2011-04-10,4,2011,5,2,529.80,445.45,84.35,15,0.00,31.84,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,52.51
10446,2010-06-11,6,2010,82,3,122.23,92.01,30.22,12,11.11,40.45,Squash Shorts,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-10.23
10446,2010-06-11,6,2010,82,3,92.62,69.72,22.90,20,8.42,40.45,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-17.55
10446,2010-06-11,6,2010,82,3,27.29,20.54,6.75,3,2.48,40.45,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-33.70
10446,2010-06-11,6,2010,82,3,1266.54,953.36,313.18,15,115.14,40.45,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,272.73
10447,2011-01-11,1,2011,32,3,341.20,282.51,58.69,40,0.00,45.69,Squash Shorts,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,13.00
10447,2011-01-11,1,2011,32,3,366.80,303.71,63.09,35,0.00,45.69,Stretch oui-pants,Womens wear,Big L,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,17.40
10447,2011-01-11,1,2011,32,3,57.08,47.26,9.82,2,0.00,45.69,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-35.87
10448,2010-06-14,6,2010,79,2,195.18,161.61,33.57,6,0.00,67.50,Bike Helmet,Sportwear,Der Bahnhof,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-33.93
10448,2010-06-14,6,2010,79,2,373.00,308.84,64.16,20,0.00,67.50,Duck Trousers,Babywear,Mayflower,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-3.34
10449,2010-05-15,5,2010,7,1,97.86,81.03,16.83,14,0.00,51.48,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-34.65
10449,2010-05-15,5,2010,7,1,1759.60,1456.95,302.65,20,0.00,51.48,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,251.17
10449,2010-05-15,5,2010,7,1,1044.40,892.94,151.46,35,0.00,51.48,Sheat Shoes,Sportwear,Fast Runners,Canada,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,99.98
10450,2011-01-19,1,2011,84,1,183.36,127.50,55.86,20,30.56,39.15,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,16.71
10450,2011-01-19,1,2011,84,1,253.58,174.97,78.61,6,42.26,39.15,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,39.46
10451,2011-03-16,3,2011,63,2,5283.96,3977.38,1306.58,120,480.36,51.42,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,1255.16
10451,2011-03-16,3,2011,63,2,1383.69,1041.54,342.15,35,125.79,51.42,WFS shoes,Ladies´Footwear,Austerlich,Germany,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,290.73
10451,2011-03-16,3,2011,63,2,328.33,247.14,81.19,28,29.85,51.42,Stretch oui-pants,Womens wear,Big L,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,29.77
10451,2011-03-16,3,2011,63,2,756.86,569.71,187.15,55,68.81,51.42,Skirt,Womens wear,Austerlich,Germany,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,135.73
10452,2010-07-17,7,2010,71,2,736.35,609.70,126.65,15,0.00,33.50,RDL Suit,Children´s wear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,93.15
10452,2010-07-17,7,2010,71,2,8495.55,6699.35,1796.20,100,404.55,33.50,Okkaba Skin Jackets,Womens wear,Asin Fashion Ltd Co,Singapore,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,1762.70
10453,2010-07-18,7,2010,79,2,592.35,445.88,146.47,15,53.85,75.97,Root Boot,Men´s Footwear,Niemegen Boots,Netherlands,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,70.50
10453,2010-07-18,7,2010,79,2,836.83,629.90,206.92,25,76.08,75.97,US-Master Jeans,Men´s Clothes,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,130.96
10454,2010-07-18,7,2010,23,1,213.12,147.05,66.07,20,35.52,76.76,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-10.69
10454,2010-07-18,7,2010,23,1,668.88,461.53,207.35,20,111.48,76.76,Car Boots,Sportwear,Bar Åkeri,Norway,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,130.59
10454,2010-07-18,7,2010,23,1,143.64,99.11,44.53,10,23.94,76.76,Rodbye Troje,Babywear,Prael Ltd,Denmark,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-32.23
10455,2010-07-21,7,2010,80,3,1297.80,1074.58,223.22,20,0.00,69.02,Terence Top,Womens wear,Like Paradis,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,154.20
10455,2010-07-21,7,2010,80,3,3115.50,2579.63,535.87,50,0.00,69.02,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,466.85
10455,2010-07-21,7,2010,80,3,668.75,553.73,115.03,25,0.00,69.02,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,46.00
10455,2010-07-21,7,2010,80,3,835.50,691.79,143.71,30,0.00,69.02,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,74.69
10456,2010-07-22,7,2010,39,2,422.74,336.00,86.74,40,55.14,30.41,Basket Shoes,Sportwear,Hot Pants,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,56.33
10456,2010-07-22,7,2010,39,2,484.93,349.15,135.78,21,63.25,30.41,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,105.37
10457,2010-07-22,7,2010,39,2,282.60,248.16,34.44,36,0.00,32.32,Rasta WCT,Sportwear,FrisersAfrong,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,2.12
10458,2012-07-23,7,2012,37,2,846.30,700.74,145.56,30,0.00,63.98,Bike Helmet,Sportwear,Der Bahnhof,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,81.58
10458,2012-07-23,7,2012,37,2,1445.70,1197.04,248.66,30,0.00,63.98,RDL Suit,Children´s wear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,184.68
10458,2012-07-23,7,2012,37,2,252.80,217.88,34.92,20,0.00,63.98,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-29.06
10458,2012-07-23,7,2012,37,2,604.80,500.77,104.03,15,0.00,63.98,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,40.05
10458,2012-07-23,7,2012,37,2,1502.00,1243.66,258.34,50,0.00,63.98,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,194.36
10459,2011-07-23,7,2011,84,1,655.87,517.20,138.67,16,31.23,26.28,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,112.39
10459,2011-07-23,7,2011,84,1,251.58,198.39,53.19,20,11.98,26.28,Rodbye Troje,Babywear,Prael Ltd,Denmark,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,26.91
10459,2011-07-23,7,2011,84,1,512.40,424.27,88.13,40,0.00,26.28,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,61.85
10460,2010-07-25,7,2010,19,2,310.54,205.70,104.84,21,62.11,69.81,Cap,Sportwear,Hot Pants,UK,Elvis Presley,1993-09-14,1,"",President,80000,35.03
10460,2010-07-25,7,2010,19,2,39.60,26.23,13.37,4,7.92,69.81,Bow tie,Men´s Clothes,Austerlich,Germany,Elvis Presley,1993-09-14,1,"",President,80000,-56.44
10461,2011-02-25,2,2011,46,2,493.00,326.56,166.44,40,98.60,29.04,Basket Shoes,Sportwear,Hot Pants,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,137.40
10461,2011-02-25,2,2011,46,2,955.15,632.69,322.46,28,191.03,29.04,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,293.42
10461,2011-02-25,2,2011,46,2,2643.00,1750.72,892.28,60,528.60,29.04,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,863.24
10462,2010-07-28,7,2010,16,2,27.09,22.43,4.66,1,0.00,70.53,Aino Shoes,Babywear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-65.87
10462,2010-07-28,7,2010,16,2,178.50,156.15,22.35,21,0.00,70.53,DSW,Ladies´Footwear,Goa Kläder,Sweden,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-48.18
10463,2013-03-01,3,2013,1,2,203.07,168.14,34.93,21,0.00,40.58,Squash Shorts,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-5.65
10463,2013-03-01,3,2013,1,2,743.00,615.20,127.80,50,0.00,40.58,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,87.22
10464,2011-09-30,9,2011,44,2,429.89,296.62,133.27,16,71.65,28.66,Oyaki Kimono,Womens wear,Big L,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,104.61
10464,2011-09-30,9,2011,44,2,33.54,27.77,5.77,3,0.00,28.66,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-22.89
10464,2011-09-30,9,2011,44,2,1417.32,977.95,439.37,30,236.22,28.66,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,410.71
10464,2011-09-30,9,2011,44,2,103.60,85.78,17.82,20,0.00,28.66,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-10.84
10465,2010-09-02,9,2010,19,2,110.25,91.29,18.96,25,0.00,64.55,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-45.59
10465,2010-09-02,9,2010,19,2,2646.86,2087.20,559.66,18,240.62,64.55,Davenport,Men´s Footwear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,495.11
10465,2010-09-02,9,2010,19,2,387.00,320.44,66.56,20,0.00,64.55,Duck Trousers,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,2.01
10465,2010-09-02,9,2010,19,2,339.57,255.60,83.97,30,30.87,64.55,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,19.42
10465,2010-09-02,9,2010,19,2,378.25,313.19,65.06,25,0.00,64.55,Finnish Swimsuit,Sportwear,Nordik Koskenkorva,Finland,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,0.51
10466,2010-06-03,6,2010,15,2,257.30,217.89,39.41,10,0.00,77.44,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Elvis Presley,1993-09-14,1,"",President,80000,-38.03
10466,2010-06-03,6,2010,15,2,59.25,49.06,10.19,5,0.00,77.44,Rodbye Troje,Babywear,Prael Ltd,Denmark,Elvis Presley,1993-09-14,1,"",President,80000,-67.25
10467,2010-06-03,6,2010,49,1,128.80,116.14,12.66,28,0.00,34.95,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-22.29
10467,2010-06-03,6,2010,49,1,161.52,146.00,15.52,12,0.00,34.95,Basket Vest,Sportwear,Der Bahnhof,Germany,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-19.43
10468,2010-10-04,10,2010,39,2,188.40,156.00,32.40,8,0.00,56.09,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-23.69
10468,2010-10-04,10,2010,39,2,173.85,143.95,29.90,15,0.00,56.09,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-26.19
10469,2010-06-07,6,2010,89,2,807.76,581.59,226.17,40,105.36,61.04,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,165.13
10469,2010-06-07,6,2010,89,2,384.79,277.05,107.74,35,50.19,61.04,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,46.70
10469,2010-06-07,6,2010,89,2,156.81,112.91,43.91,2,20.45,61.04,Okkaba Skin Jackets,Womens wear,Asin Fashion Ltd Co,Singapore,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-17.14
10470,2010-06-08,6,2010,37,2,755.70,654.32,101.38,30,0.00,72.95,Deuce shirt,Babywear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,28.43
10470,2010-06-08,6,2010,37,2,133.65,110.66,22.99,15,0.00,72.95,DSW,Ladies´Footwear,Goa Kläder,Sweden,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-49.96
10470,2010-06-08,6,2010,37,2,291.12,241.05,50.07,8,0.00,72.95,WFS shoes,Ladies´Footwear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-22.88
10471,2010-06-08,6,2010,11,2,1192.20,1023.52,168.68,30,0.00,26.66,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Elvis Presley,1993-09-14,1,"",President,80000,142.02
10471,2010-06-08,6,2010,11,2,796.40,659.42,136.98,20,0.00,26.66,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Elvis Presley,1993-09-14,1,"",President,80000,110.32
10472,2010-06-09,6,2010,23,1,351.96,281.69,70.27,80,16.76,61.00,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,9.27
10472,2010-06-09,6,2010,23,1,1632.42,1351.64,280.78,18,0.00,61.00,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,219.78
10473,2010-06-10,6,2010,38,2,319.08,264.20,54.88,12,0.00,37.32,Car Boots,Sportwear,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,17.56
